  # frame#    Prot_CA   Prot_Backbone  Prot_Sidechain  Prot_All_Heavy Lig_wrt_Protein  Lig_wrt_Ligand
       409      2.229           2.193           3.391           2.703           0.999           0.298
       410      1.997           1.969           3.138           2.458           1.289           0.259
       411      2.112           2.080           3.350           2.640           1.109           0.191
       412      2.065           2.026           3.284           2.568           1.283           0.366
       413      2.150           2.108           3.369           2.662           1.556           0.340
       414      2.164           2.129           3.411           2.697           1.520           0.329
       415      2.256           2.224           3.492           2.789           1.683           0.267
       416      2.209           2.163           3.442           2.728           1.896           0.476
       417      2.145           2.116           3.374           2.678           1.796           0.675
       418      2.191           2.156           3.408           2.707           1.497           0.368
       419      2.087           2.052           3.356           2.642           1.301           0.327
       420      2.275           2.241           3.476           2.777           1.563           0.255
       421      2.402           2.373           3.550           2.876           1.799           0.413
       422      2.240           2.214           3.484           2.778           1.464           0.294
       423      2.340           2.310           3.561           2.862           1.693           0.205
       424      2.415           2.376           3.592           2.903           1.104           0.201
       425      2.324           2.287           3.528           2.832           1.041           0.300
       426      2.182           2.133           3.448           2.725           1.637           0.294
       427      2.340           2.303           3.556           2.854           1.206           0.314
       428      2.202           2.165           3.444           2.727           1.505           0.299
       429      2.120           2.083           3.350           2.636           1.530           0.393
       430      2.167           2.136           3.417           2.706           1.685           0.233
       431      2.326           2.294           3.553           2.851           1.439           0.303
       432      2.195           2.149           3.499           2.750           1.084           0.392
       433      2.248           2.214           3.498           2.775           1.062           0.259
       434      2.162           2.120           3.441           2.701           1.601           0.471
       435      2.237           2.198           3.511           2.769           1.448           0.234
       436      2.261           2.231           3.492           2.780           1.547           0.501
       437      2.363           2.329           3.540           2.859           0.916           0.215
       438      2.243           2.205           3.496           2.775           1.069           0.432
       439      2.447           2.407           3.634           2.941           1.568           0.349
       440      2.291           2.261           3.495           2.795           1.418           0.479
       441      2.305           2.259           3.581           2.845           2.118           0.317
       442      2.106           2.065           3.348           2.640           1.881           0.298
       443      2.321           2.289           3.503           2.812           1.808           0.325
       444      2.245           2.208           3.447           2.750           1.728           0.491
       445      2.317           2.269           3.441           2.761           1.815           0.315
       446      2.165           2.119           3.404           2.687           2.212           0.245
       447      2.316           2.277           3.464           2.781           1.741           0.263
